"category"	"over_represented_pvalue"	"under_represented_pvalue"	"numDEInCat"	"numInCat"	"term"	"ontology"
"GO:1903444"	1.00000000001509	0.870739296818765	0	1	"negative regulation of brown fat cell differentiation"	"BP"
"GO:1903461"	1.00000000001509	0.870739296818765	0	1	"Okazaki fragment processing involved in mitotic DNA replication"	"BP"
"GO:1903464"	1.00000000001509	0.870739296818765	0	1	"negative regulation of mitotic cell cycle DNA replication"	"BP"
"GO:1903490"	1.00000000001509	0.870739296818765	0	1	"positive regulation of mitotic cytokinesis"	"BP"
"GO:1903515"	1.00000000001509	0.870739296818765	0	1	"calcium ion transport from cytosol to endoplasmic reticulum"	"BP"
"GO:1903516"	1.00000000001509	0.870739296818765	0	1	"regulation of single strand break repair"	"BP"
"GO:1903526"	1.00000000001509	0.870739296818765	0	1	"negative regulation of membrane tubulation"	"BP"
"GO:1903565"	1.00000000001509	0.870739296818765	0	1	"negative regulation of protein localization to cilium"	"BP"
"GO:1903567"	1.00000000001509	0.870739296818765	0	1	"regulation of protein localization to ciliary membrane"	"BP"
"GO:1903568"	1.00000000001509	0.870739296818765	0	1	"negative regulation of protein localization to ciliary membrane"	"BP"
"GO:1903575"	1.00000000001509	0.870739296818765	0	1	"cornified envelope assembly"	"BP"
"GO:1903584"	1.00000000001509	0.870739296818765	0	1	"regulation of histone deubiquitination"	"BP"
"GO:1903586"	1.00000000001509	0.870739296818765	0	1	"positive regulation of histone deubiquitination"	"BP"
"GO:1903589"	1.00000000001509	0.870739296818765	0	1	"positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis"	"BP"
"GO:1903597"	1.00000000001509	0.870739296818765	0	1	"negative regulation of gap junction assembly"	"BP"
"GO:1903659"	1.00000000001509	0.870739296818765	0	1	"regulation of complement-dependent cytotoxicity"	"BP"
"GO:1903660"	1.00000000001509	0.870739296818765	0	1	"negative regulation of complement-dependent cytotoxicity"	"BP"
"GO:1903701"	1.00000000001509	0.870739296818765	0	1	"substantia propria of cornea development"	"BP"
"GO:1903709"	1.00000000001509	0.870739296818765	0	1	"uterine gland development"	"BP"
"GO:1903724"	1.00000000001509	0.870739296818765	0	1	"positive regulation of centriole elongation"	"BP"
"GO:1903755"	1.00000000001509	0.870739296818765	0	1	"positive regulation of SUMO transferase activity"	"BP"
"GO:1903759"	1.00000000001509	0.870739296818765	0	1	"signal transduction involved in regulation of aerobic respiration"	"BP"
"GO:1903760"	1.00000000001509	0.870739296818765	0	1	"regulation of voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization"	"BP"
"GO:1903775"	1.00000000001509	0.870739296818765	0	1	"regulation of DNA double-strand break processing"	"BP"
"GO:1903874"	1.00000000001509	0.870739296818765	0	1	"ferrous iron transmembrane transport"	"BP"
"GO:1903881"	1.00000000001509	0.870739296818765	0	1	"regulation of interleukin-17-mediated signaling pathway"	"BP"
"GO:1903883"	1.00000000001509	0.870739296818765	0	1	"positive regulation of interleukin-17-mediated signaling pathway"	"BP"
"GO:1903884"	1.00000000001509	0.870739296818765	0	1	"regulation of chemokine (C-C motif) ligand 20 production"	"BP"
"GO:1903886"	1.00000000001509	0.870739296818765	0	1	"positive regulation of chemokine (C-C motif) ligand 20 production"	"BP"
"GO:1903891"	1.00000000001509	0.870739296818765	0	1	"regulation of ATF6-mediated unfolded protein response"	"BP"
"GO:1903892"	1.00000000001509	0.870739296818765	0	1	"negative regulation of ATF6-mediated unfolded protein response"	"BP"
"GO:1903896"	1.00000000001509	0.870739296818765	0	1	"positive regulation of IRE1-mediated unfolded protein response"	"BP"
"GO:1903905"	1.00000000001509	0.870739296818765	0	1	"positive regulation of establishment of T cell polarity"	"BP"
"GO:1903924"	1.00000000001509	0.870739296818765	0	1	"estradiol binding"	"MF"
"GO:1903939"	1.00000000001509	0.870739296818765	0	1	"regulation of TORC2 signaling"	"BP"
"GO:1903979"	1.00000000001509	0.870739296818765	0	1	"negative regulation of microglial cell activation"	"BP"
"GO:1903988"	1.00000000001509	0.870739296818765	0	1	"ferrous iron export across plasma membrane"	"BP"
"GO:1904020"	1.00000000001509	0.870739296818765	0	1	"regulation of G-protein coupled receptor internalization"	"BP"
"GO:1904021"	1.00000000001509	0.870739296818765	0	1	"negative regulation of G-protein coupled receptor internalization"	"BP"
"GO:1904032"	1.00000000001509	0.870739296818765	0	1	"regulation of t-SNARE clustering"	"BP"
"GO:1904034"	1.00000000001509	0.870739296818765	0	1	"positive regulation of t-SNARE clustering"	"BP"
"GO:1904041"	1.00000000001509	0.870739296818765	0	1	"regulation of cystathionine beta-synthase activity"	"BP"
"GO:1904042"	1.00000000001509	0.870739296818765	0	1	"negative regulation of cystathionine beta-synthase activity"	"BP"
"GO:1904118"	1.00000000001509	0.870739296818765	0	1	"regulation of otic vesicle morphogenesis"	"BP"
"GO:1904120"	1.00000000001509	0.870739296818765	0	1	"positive regulation of otic vesicle morphogenesis"	"BP"
"GO:1904158"	1.00000000001509	0.870739296818765	0	1	"axonemal central apparatus assembly"	"BP"
"GO:1904167"	1.00000000001509	0.870739296818765	0	1	"regulation of thyroid hormone receptor activity"	"BP"
"GO:1904168"	1.00000000001509	0.870739296818765	0	1	"negative regulation of thyroid hormone receptor activity"	"BP"
"GO:1904171"	1.00000000001509	0.870739296818765	0	1	"negative regulation of bleb assembly"	"BP"
"GO:1904205"	1.00000000001509	0.870739296818765	0	1	"negative regulation of skeletal muscle hypertrophy"	"BP"
"GO:1904210"	1.00000000001509	0.870739296818765	0	1	"VCP-NPL4-UFD1 AAA ATPase complex assembly"	"BP"
"GO:1904226"	1.00000000001509	0.870739296818765	0	1	"regulation of glycogen synthase activity, transferring glucose-1-phosphate"	"BP"
"GO:1904227"	1.00000000001509	0.870739296818765	0	1	"negative regulation of glycogen synthase activity, transferring glucose-1-phosphate"	"BP"
"GO:1904239"	1.00000000001509	0.870739296818765	0	1	"regulation of VCP-NPL4-UFD1 AAA ATPase complex assembly"	"BP"
"GO:1904240"	1.00000000001509	0.870739296818765	0	1	"negative regulation of VCP-NPL4-UFD1 AAA ATPase complex assembly"	"BP"
"GO:1904247"	1.00000000001509	0.870739296818765	0	1	"positive regulation of polynucleotide adenylyltransferase activity"	"BP"
"GO:1904265"	1.00000000001509	0.870739296818765	0	1	"ubiquitin-specific protease activity involved in negative regulation of retrograde protein transport, ER to cytosol"	"MF"
"GO:1904266"	1.00000000001509	0.870739296818765	0	1	"regulation of Schwann cell chemotaxis"	"BP"
"GO:1904268"	1.00000000001509	0.870739296818765	0	1	"positive regulation of Schwann cell chemotaxis"	"BP"
"GO:1904289"	1.00000000001509	0.870739296818765	0	1	"regulation of mitotic DNA damage checkpoint"	"BP"
"GO:1904305"	1.00000000001509	0.870739296818765	0	1	"negative regulation of gastro-intestinal system smooth muscle contraction"	"BP"
"GO:1904335"	1.00000000001509	0.870739296818765	0	1	"regulation of ductus arteriosus closure"	"BP"
"GO:1904336"	1.00000000001509	0.870739296818765	0	1	"negative regulation of ductus arteriosus closure"	"BP"
"GO:1904340"	1.00000000001509	0.870739296818765	0	1	"positive regulation of dopaminergic neuron differentiation"	"BP"
"GO:1904347"	1.00000000001509	0.870739296818765	0	1	"regulation of small intestine smooth muscle contraction"	"BP"
"GO:1904348"	1.00000000001509	0.870739296818765	0	1	"negative regulation of small intestine smooth muscle contraction"	"BP"
"GO:1904351"	1.00000000001509	0.870739296818765	0	1	"negative regulation of protein catabolic process in the vacuole"	"BP"
"GO:1904362"	1.00000000001509	0.870739296818765	0	1	"regulation of calcitonin secretion"	"BP"
"GO:1904364"	1.00000000001509	0.870739296818765	0	1	"positive regulation of calcitonin secretion"	"BP"
"GO:1904365"	1.00000000001509	0.870739296818765	0	1	"regulation of chemokinesis"	"BP"
"GO:1904367"	1.00000000001509	0.870739296818765	0	1	"positive regulation of chemokinesis"	"BP"
"GO:1904370"	1.00000000001509	0.870739296818765	0	1	"regulation of protein localization to actin cortical patch"	"BP"
"GO:1904372"	1.00000000001509	0.870739296818765	0	1	"positive regulation of protein localization to actin cortical patch"	"BP"
"GO:1904409"	1.00000000001509	0.870739296818765	0	1	"regulation of secretory granule organization"	"BP"
"GO:1904411"	1.00000000001509	0.870739296818765	0	1	"positive regulation of secretory granule organization"	"BP"
"GO:1904413"	1.00000000001509	0.870739296818765	0	1	"negative regulation of cardiac ventricle development"	"BP"
"GO:1904414"	1.00000000001509	0.870739296818765	0	1	"positive regulation of cardiac ventricle development"	"BP"
"GO:1904428"	1.00000000001509	0.870739296818765	0	1	"negative regulation of tubulin deacetylation"	"BP"
"GO:1904446"	1.00000000001509	0.870739296818765	0	1	"positive regulation of establishment of Sertoli cell barrier"	"BP"
"GO:1904451"	1.00000000001509	0.870739296818765	0	1	"regulation of hydrogen:potassium-exchanging ATPase activity"	"BP"
"GO:1904453"	1.00000000001509	0.870739296818765	0	1	"positive regulation of hydrogen:potassium-exchanging ATPase activity"	"BP"
"GO:1904455"	1.00000000001509	0.870739296818765	0	1	"ubiquitin-specific protease activity involved in negative regulation of ERAD pathway"	"MF"
"GO:1904458"	1.00000000001509	0.870739296818765	0	1	"regulation of substance P secretion"	"BP"
"GO:1904460"	1.00000000001509	0.870739296818765	0	1	"positive regulation of substance P secretion"	"BP"
"GO:1904466"	1.00000000001509	0.870739296818765	0	1	"positive regulation of matrix metallopeptidase secretion"	"BP"
"GO:1904470"	1.00000000001509	0.870739296818765	0	1	"regulation of endothelin secretion"	"BP"
"GO:1904471"	1.00000000001509	0.870739296818765	0	1	"negative regulation of endothelin secretion"	"BP"
"GO:1904494"	1.00000000001509	0.870739296818765	0	1	"regulation of substance P secretion, neurotransmission"	"BP"
"GO:1904496"	1.00000000001509	0.870739296818765	0	1	"positive regulation of substance P secretion, neurotransmission"	"BP"
"GO:1904499"	1.00000000001509	0.870739296818765	0	1	"regulation of chromatin-mediated maintenance of transcription"	"BP"
"GO:1904501"	1.00000000001509	0.870739296818765	0	1	"positive regulation of chromatin-mediated maintenance of transcription"	"BP"
"GO:1904515"	1.00000000001509	0.870739296818765	0	1	"positive regulation of TORC2 signaling"	"BP"
"GO:1904529"	1.00000000001509	0.870739296818765	0	1	"regulation of actin filament binding"	"BP"
"GO:1904531"	1.00000000001509	0.870739296818765	0	1	"positive regulation of actin filament binding"	"BP"
"GO:1904535"	1.00000000001509	0.870739296818765	0	1	"positive regulation of telomeric loop disassembly"	"BP"
"GO:1904562"	1.00000000001509	0.870739296818765	0	1	"phosphatidylinositol 5-phosphate metabolic process"	"BP"
"GO:1904567"	1.00000000001509	0.870739296818765	0	1	"response to wortmannin"	"BP"
"GO:1904568"	1.00000000001509	0.870739296818765	0	1	"cellular response to wortmannin"	"BP"
"GO:1904571"	1.00000000001509	0.870739296818765	0	1	"positive regulation of selenocysteine incorporation"	"BP"
"GO:1904594"	1.00000000001509	0.870739296818765	0	1	"regulation of termination of RNA polymerase II transcription"	"BP"
"GO:1904595"	1.00000000001509	0.870739296818765	0	1	"positive regulation of termination of RNA polymerase II transcription"	"BP"
"GO:1904608"	1.00000000001509	0.870739296818765	0	1	"response to monosodium L-glutamate"	"BP"
"GO:1904609"	1.00000000001509	0.870739296818765	0	1	"cellular response to monosodium L-glutamate"	"BP"
"GO:1904616"	1.00000000001509	0.870739296818765	0	1	"regulation of actin binding"	"BP"
"GO:1904618"	1.00000000001509	0.870739296818765	0	1	"positive regulation of actin binding"	"BP"
"GO:1904629"	1.00000000001509	0.870739296818765	0	1	"response to diterpene"	"BP"
"GO:1904630"	1.00000000001509	0.870739296818765	0	1	"cellular response to diterpene"	"BP"
"GO:1904631"	1.00000000001509	0.870739296818765	0	1	"response to glucoside"	"BP"
"GO:1904632"	1.00000000001509	0.870739296818765	0	1	"cellular response to glucoside"	"BP"
"GO:1904633"	1.00000000001509	0.870739296818765	0	1	"regulation of glomerular visceral epithelial cell apoptotic process"	"BP"
"GO:1904635"	1.00000000001509	0.870739296818765	0	1	"positive regulation of glomerular visceral epithelial cell apoptotic process"	"BP"
"GO:1904691"	1.00000000001509	0.870739296818765	0	1	"negative regulation of type B pancreatic cell proliferation"	"BP"
"GO:1904693"	1.00000000001509	0.870739296818765	0	1	"midbrain morphogenesis"	"BP"
"GO:1904719"	1.00000000001509	0.870739296818765	0	1	"positive regulation of AMPA glutamate receptor clustering"	"BP"
"GO:1904720"	1.00000000001509	0.870739296818765	0	1	"regulation of mRNA endonucleolytic cleavage involved in unfolded protein response"	"BP"
"GO:1904721"	1.00000000001509	0.870739296818765	0	1	"negative regulation of mRNA endonucleolytic cleavage involved in unfolded protein response"	"BP"
"GO:1904750"	1.00000000001509	0.870739296818765	0	1	"negative regulation of protein localization to nucleolus"	"BP"
"GO:1904762"	1.00000000001509	0.870739296818765	0	1	"positive regulation of myofibroblast differentiation"	"BP"
"GO:1904776"	1.00000000001509	0.870739296818765	0	1	"regulation of protein localization to cell cortex"	"BP"
"GO:1904778"	1.00000000001509	0.870739296818765	0	1	"positive regulation of protein localization to cell cortex"	"BP"
"GO:1904780"	1.00000000001509	0.870739296818765	0	1	"negative regulation of protein localization to centrosome"	"BP"
"GO:1904793"	1.00000000001509	0.870739296818765	0	1	"regulation of euchromatin binding"	"BP"
"GO:1904797"	1.00000000001509	0.870739296818765	0	1	"negative regulation of core promoter binding"	"BP"
"GO:1904799"	1.00000000001509	0.870739296818765	0	1	"regulation of neuron remodeling"	"BP"
"GO:1904800"	1.00000000001509	0.870739296818765	0	1	"negative regulation of neuron remodeling"	"BP"
"GO:1904812"	1.00000000001509	0.870739296818765	0	1	"rRNA acetylation involved in maturation of SSU-rRNA"	"BP"
"GO:1904826"	1.00000000001509	0.870739296818765	0	1	"regulation of hydrogen sulfide biosynthetic process"	"BP"
"GO:1904828"	1.00000000001509	0.870739296818765	0	1	"positive regulation of hydrogen sulfide biosynthetic process"	"BP"
"GO:1904837"	1.00000000001509	0.870739296818765	0	1	"beta-catenin-TCF complex assembly"	"BP"
"GO:1904854"	1.00000000001509	0.870739296818765	0	1	"proteasome core complex binding"	"MF"
"GO:1904862"	1.00000000001509	0.870739296818765	0	1	"inhibitory synapse assembly"	"BP"
"GO:1904863"	1.00000000001509	0.870739296818765	0	1	"regulation of beta-catenin-TCF complex assembly"	"BP"
"GO:1904864"	1.00000000001509	0.870739296818765	0	1	"negative regulation of beta-catenin-TCF complex assembly"	"BP"
"GO:1904878"	1.00000000001509	0.870739296818765	0	1	"negative regulation of calcium ion transmembrane transport via high voltage-gated calcium channel"	"BP"
"GO:1904887"	1.00000000001509	0.870739296818765	0	1	"Wnt signalosome assembly"	"BP"
"GO:1904897"	1.00000000001509	0.870739296818765	0	1	"regulation of hepatic stellate cell proliferation"	"BP"
"GO:1904899"	1.00000000001509	0.870739296818765	0	1	"positive regulation of hepatic stellate cell proliferation"	"BP"
"GO:1904934"	1.00000000001509	0.870739296818765	0	1	"negative regulation of cell proliferation in midbrain"	"BP"
"GO:1904958"	1.00000000001509	0.870739296818765	0	1	"positive regulation of midbrain dopaminergic neuron differentiation"	"BP"
"GO:1904980"	1.00000000001509	0.870739296818765	0	1	"positive regulation of endosome organization"	"BP"
"GO:1904987"	1.00000000001509	0.870739296818765	0	1	"regulation of endothelial cell activation"	"BP"
"GO:1904988"	1.00000000001509	0.870739296818765	0	1	"negative regulation of endothelial cell activation"	"BP"
"GO:1904990"	1.00000000001509	0.870739296818765	0	1	"regulation of adenylate cyclase-inhibiting dopamine receptor signaling pathway"	"BP"
"GO:1904992"	1.00000000001509	0.870739296818765	0	1	"positive regulation of adenylate cyclase-inhibiting dopamine receptor signaling pathway"	"BP"
"GO:1904998"	1.00000000001509	0.870739296818765	0	1	"negative regulation of leukocyte adhesion to arterial endothelial cell"	"BP"
"GO:1905006"	1.00000000001509	0.870739296818765	0	1	"negative regulation of epithelial to mesenchymal transition involved in endocardial cushion formation"	"BP"
"GO:1905040"	1.00000000001509	0.870739296818765	0	1	"otic placode development"	"BP"
"GO:1905066"	1.00000000001509	0.870739296818765	0	1	"regulation of canonical Wnt signaling pathway involved in heart development"	"BP"
"GO:1905068"	1.00000000001509	0.870739296818765	0	1	"positive regulation of canonical Wnt signaling pathway involved in heart development"	"BP"
"GO:1905089"	1.00000000001509	0.870739296818765	0	1	"regulation of parkin-mediated stimulation of mitophagy in response to mitochondrial depolarization"	"BP"
"GO:1905090"	1.00000000001509	0.870739296818765	0	1	"negative regulation of parkin-mediated stimulation of mitophagy in response to mitochondrial depolarization"	"BP"
"GO:1905122"	1.00000000001509	0.870739296818765	0	1	"polyamine import"	"BP"
"GO:1905126"	1.00000000001509	0.870739296818765	0	1	"regulation of axo-dendritic protein transport"	"BP"
"GO:1905128"	1.00000000001509	0.870739296818765	0	1	"positive regulation of axo-dendritic protein transport"	"BP"
"GO:1905132"	1.00000000001509	0.870739296818765	0	1	"regulation of meiotic chromosome separation"	"BP"
"GO:1905133"	1.00000000001509	0.870739296818765	0	1	"negative regulation of meiotic chromosome separation"	"BP"
"GO:1905152"	1.00000000001509	0.870739296818765	0	1	"positive regulation of voltage-gated sodium channel activity"	"BP"
"GO:1905162"	1.00000000001509	0.870739296818765	0	1	"regulation of phagosome maturation"	"BP"
"GO:1905166"	1.00000000001509	0.870739296818765	0	1	"negative regulation of lysosomal protein catabolic process"	"BP"
"GO:1905174"	1.00000000001509	0.870739296818765	0	1	"regulation of vascular smooth muscle cell dedifferentiation"	"BP"
"GO:1905176"	1.00000000001509	0.870739296818765	0	1	"positive regulation of vascular smooth muscle cell dedifferentiation"	"BP"
"GO:1905198"	1.00000000001509	0.870739296818765	0	1	"manchette assembly"	"BP"
"GO:1905204"	1.00000000001509	0.870739296818765	0	1	"negative regulation of connective tissue replacement"	"BP"
"GO:1905205"	1.00000000001509	0.870739296818765	0	1	"positive regulation of connective tissue replacement"	"BP"
"GO:1905247"	1.00000000001509	0.870739296818765	0	1	"positive regulation of aspartic-type peptidase activity"	"BP"
"GO:1905255"	1.00000000001509	0.870739296818765	0	1	"regulation of RNA binding transcription factor activity"	"BP"
"GO:1905267"	1.00000000001509	0.870739296818765	0	1	"endonucleolytic cleavage involved in tRNA processing"	"BP"
"GO:1905274"	1.00000000001509	0.870739296818765	0	1	"regulation of modification of postsynaptic actin cytoskeleton"	"BP"
"GO:1905277"	1.00000000001509	0.870739296818765	0	1	"negative regulation of epithelial tube formation"	"BP"
"GO:1905285"	1.00000000001509	0.870739296818765	0	1	"fibrous ring of heart morphogenesis"	"BP"
"GO:1905288"	1.00000000001509	0.870739296818765	0	1	"vascular associated smooth muscle cell apoptotic process"	"BP"
"GO:1905290"	1.00000000001509	0.870739296818765	0	1	"negative regulation of CAMKK-AMPK signaling cascade"	"BP"
"GO:1905304"	1.00000000001509	0.870739296818765	0	1	"regulation of cardiac myofibril assembly"	"BP"
"GO:1905305"	1.00000000001509	0.870739296818765	0	1	"negative regulation of cardiac myofibril assembly"	"BP"
"GO:1905327"	1.00000000001509	0.870739296818765	0	1	"tracheoesophageal septum formation"	"BP"
"GO:1905335"	1.00000000001509	0.870739296818765	0	1	"regulation of aggrephagy"	"BP"
"GO:1905337"	1.00000000001509	0.870739296818765	0	1	"positive regulation of aggrephagy"	"BP"
"GO:1905359"	1.00000000001509	0.870739296818765	0	1	"protein localization to meiotic spindle"	"BP"
"GO:1905397"	1.00000000001509	0.870739296818765	0	1	"activated CD8-positive, alpha-beta T cell apoptotic process"	"BP"
"GO:1905402"	1.00000000001509	0.870739296818765	0	1	"regulation of activated CD8-positive, alpha-beta T cell apoptotic process"	"BP"
"GO:1905404"	1.00000000001509	0.870739296818765	0	1	"positive regulation of activated CD8-positive, alpha-beta T cell apoptotic process"	"BP"
"GO:1905424"	1.00000000001509	0.870739296818765	0	1	"regulation of Wnt-mediated midbrain dopaminergic neuron differentiation"	"BP"
"GO:1905426"	1.00000000001509	0.870739296818765	0	1	"positive regulation of Wnt-mediated midbrain dopaminergic neuron differentiation"	"BP"
"GO:1905438"	1.00000000001509	0.870739296818765	0	1	"non-canonical Wnt signaling pathway involved in midbrain dopaminergic neuron differentiation"	"BP"
"GO:1905458"	1.00000000001509	0.870739296818765	0	1	"positive regulation of lymphoid progenitor cell differentiation"	"BP"
"GO:1905459"	1.00000000001509	0.870739296818765	0	1	"regulation of vascular associated smooth muscle cell apoptotic process"	"BP"
"GO:1905460"	1.00000000001509	0.870739296818765	0	1	"negative regulation of vascular associated smooth muscle cell apoptotic process"	"BP"
"GO:1905462"	1.00000000001509	0.870739296818765	0	1	"regulation of DNA duplex unwinding"	"BP"
"GO:1905464"	1.00000000001509	0.870739296818765	0	1	"positive regulation of DNA duplex unwinding"	"BP"
"GO:1905468"	1.00000000001509	0.870739296818765	0	1	"regulation of clathrin-coated pit assembly"	"BP"
"GO:1905469"	1.00000000001509	0.870739296818765	0	1	"negative regulation of clathrin-coated pit assembly"	"BP"
"GO:1905492"	1.00000000001509	0.870739296818765	0	1	"positive regulation of branching morphogenesis of a nerve"	"BP"
"GO:1905503"	1.00000000001509	0.870739296818765	0	1	"regulation of motile cilium assembly"	"BP"
"GO:1905505"	1.00000000001509	0.870739296818765	0	1	"positive regulation of motile cilium assembly"	"BP"
"GO:1905516"	1.00000000001509	0.870739296818765	0	1	"positive regulation of fertilization"	"BP"
"GO:1905524"	1.00000000001509	0.870739296818765	0	1	"negative regulation of protein autoubiquitination"	"BP"
"GO:1905535"	1.00000000001509	0.870739296818765	0	1	"regulation of eukaryotic translation initiation factor 4F complex assembly"	"BP"
"GO:1905537"	1.00000000001509	0.870739296818765	0	1	"positive regulation of eukaryotic translation initiation factor 4F complex assembly"	"BP"
"GO:1905563"	1.00000000001509	0.870739296818765	0	1	"negative regulation of vascular endothelial cell proliferation"	"BP"
"GO:1905590"	1.00000000001509	0.870739296818765	0	1	"fibronectin fibril organization"	"BP"
"GO:1905596"	1.00000000001509	0.870739296818765	0	1	"negative regulation of low-density lipoprotein particle receptor binding"	"BP"
"GO:1905598"	1.00000000001509	0.870739296818765	0	1	"negative regulation of low-density lipoprotein receptor activity"	"BP"
"GO:1905601"	1.00000000001509	0.870739296818765	0	1	"negative regulation of receptor-mediated endocytosis involved in cholesterol transport"	"BP"
"GO:1905609"	1.00000000001509	0.870739296818765	0	1	"positive regulation of smooth muscle cell-matrix adhesion"	"BP"
"GO:1905610"	1.00000000001509	0.870739296818765	0	1	"regulation of mRNA cap binding"	"BP"
"GO:1905612"	1.00000000001509	0.870739296818765	0	1	"positive regulation of mRNA cap binding"	"BP"
"GO:1905630"	1.00000000001509	0.870739296818765	0	1	"response to glyceraldehyde"	"BP"
"GO:1905631"	1.00000000001509	0.870739296818765	0	1	"cellular response to glyceraldehyde"	"BP"
"GO:1905652"	1.00000000001509	0.870739296818765	0	1	"negative regulation of artery morphogenesis"	"BP"
"GO:1905696"	1.00000000001509	0.870739296818765	0	1	"regulation of polysome binding"	"BP"
"GO:1905699"	1.00000000001509	0.870739296818765	0	1	"regulation of drug transmembrane export"	"BP"
"GO:1905701"	1.00000000001509	0.870739296818765	0	1	"positive regulation of drug transmembrane export"	"BP"
"GO:1905747"	1.00000000001509	0.870739296818765	0	1	"negative regulation of saliva secretion"	"BP"
"GO:1905748"	1.00000000001509	0.870739296818765	0	1	"hard palate morphogenesis"	"BP"
"GO:1905767"	1.00000000001509	0.870739296818765	0	1	"regulation of double-stranded telomeric DNA binding"	"BP"
"GO:1905768"	1.00000000001509	0.870739296818765	0	1	"negative regulation of double-stranded telomeric DNA binding"	"BP"
"GO:1905771"	1.00000000001509	0.870739296818765	0	1	"negative regulation of mesodermal cell differentiation"	"BP"
"GO:1905774"	1.00000000001509	0.870739296818765	0	1	"regulation of DNA helicase activity"	"BP"
"GO:1905776"	1.00000000001509	0.870739296818765	0	1	"positive regulation of DNA helicase activity"	"BP"
"GO:1905802"	1.00000000001509	0.870739296818765	0	1	"regulation of cellular response to manganese ion"	"BP"
"GO:1905899"	1.00000000001509	0.870739296818765	0	1	"regulation of smooth muscle tissue development"	"BP"
"GO:1905900"	1.00000000001509	0.870739296818765	0	1	"negative regulation of smooth muscle tissue development"	"BP"
"GO:1905901"	1.00000000001509	0.870739296818765	0	1	"positive regulation of smooth muscle tissue development"	"BP"
"GO:1905903"	1.00000000001509	0.870739296818765	0	1	"negative regulation of mesoderm formation"	"BP"
"GO:1905957"	1.00000000001509	0.870739296818765	0	1	"regulation of cellular response to alcohol"	"BP"
"GO:1905959"	1.00000000001509	0.870739296818765	0	1	"positive regulation of cellular response to alcohol"	"BP"
"GO:1990029"	1.00000000001509	0.870739296818765	0	1	"vasomotion"	"BP"
"GO:1990036"	1.00000000001509	0.870739296818765	0	1	"calcium ion import into sarcoplasmic reticulum"	"BP"
"GO:1990048"	1.00000000001509	0.870739296818765	0	1	"anterograde neuronal dense core vesicle transport"	"BP"
"GO:1990049"	1.00000000001509	0.870739296818765	0	1	"retrograde neuronal dense core vesicle transport"	"BP"
"GO:1990051"	1.00000000001509	0.870739296818765	0	1	"activation of protein kinase C activity"	"BP"
"GO:1990091"	1.00000000001509	0.870739296818765	0	1	"sodium-dependent self proteolysis"	"BP"
"GO:1990141"	1.00000000001509	0.870739296818765	0	1	"chromatin silencing at centromere outer repeat region"	"BP"
"GO:1990147"	1.00000000001509	0.870739296818765	0	1	"talin binding"	"MF"
"GO:1990170"	1.00000000001509	0.870739296818765	0	1	"stress response to cadmium ion"	"BP"
"GO:1990172"	1.00000000001509	0.870739296818765	0	1	"G-protein coupled receptor catabolic process"	"BP"
"GO:1990174"	1.00000000001509	0.870739296818765	0	1	"phosphodiesterase decapping endonuclease activity"	"MF"
"GO:1990227"	1.00000000001509	0.870739296818765	0	1	"paranodal junction maintenance"	"BP"
"GO:1990244"	1.00000000001509	0.870739296818765	0	1	"histone kinase activity (H2A-T120 specific)"	"MF"
"GO:1990245"	1.00000000001509	0.870739296818765	0	1	"histone H2A-T120 phosphorylation"	"BP"
"GO:1990256"	1.00000000001509	0.870739296818765	0	1	"signal clustering"	"BP"
"GO:1990264"	1.00000000001509	0.870739296818765	0	1	"peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity"	"BP"
"GO:1990275"	1.00000000001509	0.870739296818765	0	1	"preribosome binding"	"MF"
"GO:1990390"	1.00000000001509	0.870739296818765	0	1	"protein K33-linked ubiquitination"	"BP"
"GO:1990439"	1.00000000001509	0.870739296818765	0	1	"MAP kinase threonine phosphatase activity"	"MF"
"GO:1990450"	1.00000000001509	0.870739296818765	0	1	"linear polyubiquitin binding"	"MF"
"GO:1990502"	1.00000000001509	0.870739296818765	0	1	"dense core granule maturation"	"BP"
"GO:1990539"	1.00000000001509	0.870739296818765	0	1	"fructose import across plasma membrane"	"BP"
"GO:1990569"	1.00000000001509	0.870739296818765	0	1	"UDP-N-acetylglucosamine transmembrane transport"	"BP"
"GO:1990613"	1.00000000001509	0.870739296818765	0	1	"mitochondrial membrane fusion"	"BP"
"GO:1990631"	1.00000000001509	0.870739296818765	0	1	"ErbB-4 class receptor binding"	"MF"
"GO:1990636"	1.00000000001509	0.870739296818765	0	1	"reproductive senescence"	"BP"
"GO:1990654"	1.00000000001509	0.870739296818765	0	1	"sebum secreting cell proliferation"	"BP"
"GO:1990656"	1.00000000001509	0.870739296818765	0	1	"t-SNARE clustering"	"BP"
"GO:1990700"	1.00000000001509	0.870739296818765	0	1	"nucleolar chromatin organization"	"BP"
"GO:1990751"	1.00000000001509	0.870739296818765	0	1	"Schwann cell chemotaxis"	"BP"
"GO:1990755"	1.00000000001509	0.870739296818765	0	1	"mitotic spindle microtubule depolymerization"	"BP"
"GO:1990763"	1.00000000001509	0.870739296818765	0	1	"arrestin family protein binding"	"MF"
"GO:1990770"	1.00000000001509	0.870739296818765	0	1	"small intestine smooth muscle contraction"	"BP"
